"ID";"EDU_NAME";"global_id";"YEAR";"AdmArea";"District";"PASSES_OVER_220";"PASSER_UNDER_160";
"9194";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Бескудниково»";"880632344";"2017-2018";"Северный административный округ";"Бескудниковский район";"24";"55";
"9195";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 771»";"880632346";"2017-2018";"Северный административный округ";"Дмитровский район";"29";"55";
"9196";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1164»";"880632347";"2017-2018";"Северный административный округ";"Савёловский район";"11";"32";
"9197";"Частное учреждение общеобразовательная организация «Петровская школа»";"880632349";"2017-2018";"Северный административный округ";"Савёловский район";"5";"13";
"9198";"Общеобразовательное частное учреждение средняя общеобразовательная школа «Потенциал»";"880632350";"2017-2018";"Северо-Восточный административный округ";"Алексеевский район";"2";"5";
"9199";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 305»";"880632352";"2017-2018";"Северо-Восточный административный округ";"Алтуфьевский район";"11";"31";
"9200";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 281»";"880632353";"2017-2018";"Северо-Восточный административный округ";"Бабушкинский район";"9";"38";
"9201";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1413»";"880632355";"2017-2018";"Северо-Восточный административный округ";"район Бибирево";"25";"77";
"9202";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1236 имени С.В. Милашенкова»";"880632356";"2017-2018";"Северо-Восточный административный округ";"Бутырский район";"52";"117";
"9203";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 283»";"880632357";"2017-2018";"Северо-Восточный административный округ";"район Северное Медведково";"31";"80";
"9204";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2097»";"880632359";"2017-2018";"Северо-Западный административный округ";"район Южное Тушино";"56";"113";
"9205";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2122»";"880632360";"2017-2018";"Новомосковский административный округ";"поселение Щербинка";"2";"12";
"9206";"Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж связи № 54» имени П.М. Вострухина";"880632362";"2017-2018";"Центральный административный округ";"Таганский район";"0";"0";
"9207";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1468»";"880632363";"2017-2018";"Центральный административный округ";"Таганский район";"33";"113";
"9208";"Общеобразовательное частное учреждение «Православная Свято-Петровская школа»";"880632365";"2017-2018";"Центральный административный округ";"Таганский район";"18";"24";
"9209";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 91»";"880632366";"2017-2018";"Центральный административный округ";"Тверской район";"14";"23";
"9210";"Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный гуманитарный университет»";"880632367";"2017-2018";"Центральный административный округ";"Тверской район";"31";"48";
"9211";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1360»";"880632368";"2017-2018";"Восточный административный округ";"район Богородское";"42";"69";
"9212";"Некоммерческая организация Частное учреждение средняя общеобразовательная школа «Ретро»";"880632371";"2017-2018";"Восточный административный округ";"район Богородское";"3";"6";
"9213";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 810»";"880632372";"2017-2018";"Восточный административный округ";"район Вешняки";"9";"29";
"9214";"Частное учреждение общеобразовательная организация «Московская интернациональная школа «Планета»";"880632373";"2017-2018";"Восточный административный округ";"район Вешняки";"0";"3";
"9215";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1502 при МЭИ»";"880632375";"2017-2018";"Восточный административный округ";"район Ивановское";"256";"362";
"9216";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1504»";"880632376";"2017-2018";"Восточный административный округ";"район Ивановское";"32";"74";
"9217";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 887»";"880632377";"2017-2018";"Западный административный округ";"район Кунцево";"46";"97";
"9218";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1018»";"880632379";"2017-2018";"Западный административный округ";"район Ново-Переделкино";"35";"46";
"9219";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 323»";"880632381";"2017-2018";"Западный административный округ";"район Проспект Вернадского";"21";"39";
"9220";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 324 «Жар-птица»";"880632382";"2017-2018";"Западный административный округ";"район Проспект Вернадского";"38";"64";
"9221";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 74»";"880632383";"2017-2018";"Западный административный округ";"район Раменки";"1";"5";
"9222";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1002»";"880632385";"2017-2018";"Западный административный округ";"район Солнцево";"23";"77";
"9223";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Тропарево»";"880632386";"2017-2018";"Западный административный округ";"район Тропарёво-Никулино";"26";"52";
"9224";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1589»";"880632387";"2017-2018";"Западный административный округ";"район Фили-Давыдково";"30";"40";
"9225";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2101 «Филёвский образовательный центр»";"880632390";"2017-2018";"Западный административный округ";"район Фили-Давыдково";"33";"76";
"9226";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1296»";"880632391";"2017-2018";"Северный административный округ";"район Восточное Дегунино";"34";"56";
"9227";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 222»";"880632392";"2017-2018";"Северный административный округ";"район Восточное Дегунино";"16";"55";
"9228";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1315»";"880632393";"2017-2018";"Северный административный округ";"Головинский район";"34";"73";
"9229";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1631 имени Героя Советского Союза В.П. Кислякова»";"880632394";"2017-2018";"Северный административный округ";"Дмитровский район";"8";"51";
"9230";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 185 имени Героя Советского Союза, Героя Социалистического Труда В.С. Гризодубовой»";"880632395";"2017-2018";"Северный административный округ";"район Коптево";"28";"65";
"9231";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1590 имени Героя Советского Союза В.В. Колесника»";"880632397";"2017-2018";"Северный административный округ";"район Ховрино";"36";"74";
"9232";"Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский экономический университет имени Г.В. Плеханова»";"880632398";"2017-2018";"Северный административный округ";"район Ховрино";"61";"73";
"9233";"Государственное бюджетное общеобразовательное учреждение города Москвы «Многопрофильная школа № 1220»";"880632399";"2017-2018";"Северо-Восточный административный округ";"Останкинский район";"14";"53";
"9234";"Частное общеобразовательное учреждение «Венда»";"880632400";"2017-2018";"Северо-Восточный административный округ";"Останкинский район";"11";"13";
"9235";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1298 «Профиль Куркино»";"880632401";"2017-2018";"Северо-Западный административный округ";"район Куркино";"40";"63";
"9236";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1387»";"880632402";"2017-2018";"Северо-Западный административный округ";"район Куркино";"36";"64";
"9237";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1538»";"880632404";"2017-2018";"Северо-Западный административный округ";"район Митино";"68";"135";
"9238";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1191»";"880632405";"2017-2018";"Северо-Западный административный округ";"район Митино";"22";"77";
"9239";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1874»";"880632406";"2017-2018";"Северо-Западный административный округ";"район Щукино";"32";"77";
"9240";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 345 имени А.С. Пушкина»";"880632407";"2017-2018";"Центральный административный округ";"Басманный район";"12";"37";
"9241";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1525»";"880632408";"2017-2018";"Центральный административный округ";"Красносельский район";"67";"102";
"9242";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 390 имени генерала П.И. Батова»";"880632409";"2017-2018";"Восточный административный округ";"район Богородское";"8";"20";
"9243";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1352»";"880632410";"2017-2018";"Восточный административный округ";"район Гольяново";"56";"101";
"9244";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1795 «Лосиноостровская»";"880632411";"2017-2018";"Восточный административный округ";"район Метрогородок";"11";"52";
"9245";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 399»";"880632413";"2017-2018";"Восточный административный округ";"район Северное Измайлово";"2";"14";
"9246";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 67»";"880632414";"2017-2018";"Западный административный округ";"район Дорогомилово";"92";"101";
"9247";"Общеобразовательное частное учреждение «Гимназия во имя апостола и евангелиста Иоанна Богослова»";"880632415";"2017-2018";"Западный административный округ";"район Кунцево";"5";"8";
"9248";"Частное учреждение средняя общеобразовательная школа «Олимп-Плюс»";"880632416";"2017-2018";"Западный административный округ";"район Кунцево";"3";"5";
"9249";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 875»";"880632417";"2017-2018";"Западный административный округ";"район Тропарёво-Никулино";"25";"60";
"9250";"Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московское среднее специальное училище олимпийского резерва № 2 (колледж)» Департамента спорта и туризма города Москвы";"880632418";"2017-2018";"Западный административный округ";"район Фили-Давыдково";"1";"13";
"9251";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1194»";"880632419";"2017-2018";"Зеленоградский административный округ";"район Крюково";"44";"110";
"9252";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 618»";"880632421";"2017-2018";"Зеленоградский административный округ";"район Матушкино";"30";"74";
"9253";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 609»";"880632422";"2017-2018";"Зеленоградский административный округ";"район Савёлки";"8";"27";
"9254";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 718»";"880632423";"2017-2018";"Зеленоградский административный округ";"район Силино";"15";"47";
"9255";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 152»";"880632424";"2017-2018";"Северный административный округ";"район Аэропорт";"43";"91";
"9256";"Государственное бюджетное профессиональное образовательное учреждение города Москвы «Политехнический колледж им. Н.Н. Годовикова»";"880632425";"2017-2018";"Северный административный округ";"Войковский район";"7";"20";
"9257";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1251 имени генерала Шарля де Голля»";"880632426";"2017-2018";"Северный административный округ";"район Сокол";"49";"86";
"9258";"Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский университет транспорта (МИИТ)»";"880632427";"2017-2018";"Северо-Восточный административный округ";"Алексеевский район";"18";"35";
"9259";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1415»";"880632429";"2017-2018";"Северо-Восточный административный округ";"Останкинский район";"24";"37";
"9260";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1411»";"880632430";"2017-2018";"Северо-Восточный административный округ";"район Отрадное";"60";"122";
"9261";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1554»";"880632431";"2017-2018";"Северо-Восточный административный округ";"район Отрадное";"80";"167";
"9262";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 962»";"880632432";"2017-2018";"Северо-Восточный административный округ";"район Отрадное";"91";"169";
"9263";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1482»";"880632433";"2017-2018";"Северо-Восточный административный округ";"район Южное Медведково";"14";"29";
"9264";"Некоммерческое общеобразовательное частное учреждение «Школа «Разум-Л»";"880632434";"2017-2018";"Северо-Восточный административный округ";"район Южное Медведково";"2";"5";
"9265";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1358»";"880632435";"2017-2018";"Северо-Западный административный округ";"район Митино";"46";"89";
"9266";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 705»";"880632437";"2017-2018";"Северо-Западный административный округ";"район Строгино";"25";"55";
"9267";"Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж полиции»";"880632438";"2017-2018";"Северо-Западный административный округ";"район Южное Тушино";"0";"6";
"9268";"Негосударственное образовательное учреждение средняя общеобразовательная школа «Школа этикета и всестороннего развития»";"880632439";"2017-2018";"Северо-Западный административный округ";"район Южное Тушино";"1";"2";
"9269";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1392 имени Д.В. Рябинкина»";"880632440";"2017-2018";"Новомосковский административный округ";"поселение Десеновское";"25";"90";
"9270";"Автономная некоммерческая организация «Православная общеобразовательная школа-пансион «Плесково»";"880632441";"2017-2018";"Троицкий административный округ";"поселение Михайлово-Ярцевское";"6";"10";
"9271";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1247 имени Юргиса Балтрушайтиса»";"880632442";"2017-2018";"Центральный административный округ";"Басманный район";"17";"34";
"9272";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 368 «Лосиный остров»";"880632444";"2017-2018";"Восточный административный округ";"район Гольяново";"17";"29";
"9273";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1798 «Феникс»";"880632445";"2017-2018";"Восточный административный округ";"район Новогиреево";"12";"40";
"9274";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2200»";"880632446";"2017-2018";"Восточный административный округ";"район Северное Измайлово";"27";"51";
"9275";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 446»";"880632447";"2017-2018";"Восточный административный округ";"район Соколиная Гора";"5";"26";
"9276";"Федеральное государственное автономное образовательное учреждение высшего образования Первый Московский государственный медицинский университет имени И.М. Сеченова Министерства здравоохранения Российской Федерации (Сеченовский Университет) . Ресурсный центр «Медицинский Сеченовский Предуниверсарий»";"880632448";"2017-2018";"Западный административный округ";"район Дорогомилово";"66";"107";
"9278";"Негосударственное образовательное частное учреждение средняя общеобразовательная школа «ЮДЖИН-ЦЕНТР»";"880632450";"2017-2018";"Западный административный округ";"район Проспект Вернадского";"11";"13";
"9279";"Негосударственное образовательное учреждение частная средняя общеобразовательная школа «Ромашка»";"880632452";"2017-2018";"Западный административный округ";"район Раменки";"2";"4";
"9280";"Федеральное государственное бюджетное образовательное учреждение высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»";"880632453";"2017-2018";"Западный административный округ";"район Тропарёво-Никулино";"58";"70";
"9281";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Интеллектуал»";"880632454";"2017-2018";"Западный административный округ";"район Фили-Давыдково";"50";"59";
"9282";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1151»";"880632455";"2017-2018";"Зеленоградский административный округ";"район Крюково";"24";"52";
"9283";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1353 имени генерала Д.Ф. Алексеева»";"880632456";"2017-2018";"Зеленоградский административный округ";"район Матушкино";"45";"73";
"9284";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2098 «Многопрофильный образовательный центр» имени Героя Советского Союза Л.М. Доватора»";"880632457";"2017-2018";"Северный административный округ";"район Западное Дегунино";"59";"138";
"9285";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2100»";"880632459";"2017-2018";"Северный административный округ";"район Западное Дегунино";"11";"30";
"9286";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1223»";"880632460";"2017-2018";"Северный административный округ";"район Коптево";"51";"70";
"9287";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1474»";"880632461";"2017-2018";"Северный административный округ";"район Ховрино";"78";"148";
"9288";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 141 имени Героя Советского Союза Рихарда Зорге»";"880632462";"2017-2018";"Северный административный округ";"Хорошёвский район";"19";"63";
"9289";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа Глория»";"880632463";"2017-2018";"Северо-Восточный административный округ";"район Бибирево";"74";"105";
"9290";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1416 «Лианозово»";"880632464";"2017-2018";"Северо-Восточный административный округ";"район Лианозово";"34";"85";
"9291";"Общеобразовательная автономная некоммерческая организация средняя общеобразовательная школа «Пенаты»";"880632465";"2017-2018";"Северо-Восточный административный округ";"район Отрадное";"8";"10";
"9292";"Государственное автономное образовательное учреждение высшего образования города Москвы «Московский городской педагогический университет»";"880632467";"2017-2018";"Северо-Восточный административный округ";"район Ростокино";"7";"15";
"9293";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1499 имени Героя Советского Союза Ивана Архиповича Докукина»";"880632468";"2017-2018";"Северо-Восточный административный округ";"район Ростокино";"33";"84";
"9294";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Свиблово»";"880632469";"2017-2018";"Северо-Восточный административный округ";"район Свиблово";"58";"115";
"9295";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1747»";"880632470";"2017-2018";"Северо-Западный административный округ";"район Митино";"40";"93";
"9296";"Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московский государственный образовательный комплекс»";"880632471";"2017-2018";"Северо-Западный административный округ";"район Покровское-Стрешнево";"4";"36";
"9297";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1286»";"880632472";"2017-2018";"Северо-Западный административный округ";"район Северное Тушино";"47";"90";
"9298";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 138»";"880632474";"2017-2018";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"31";"77";
"9299";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1231 имени В.Д. Поленова»";"880632475";"2017-2018";"Центральный административный округ";"район Арбат";"58";"121";
"9300";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1512»";"880632476";"2017-2018";"Восточный административный округ";"район Вешняки";"32";"45";
"9301";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 664»";"880632477";"2017-2018";"Восточный административный округ";"район Восточный";"6";"27";
"9302";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1516»";"880632478";"2017-2018";"Восточный административный округ";"район Гольяново";"28";"46";
"9303";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1373»";"880632479";"2017-2018";"Восточный административный округ";"район Ивановское";"12";"32";
"9304";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1324»";"880632480";"2017-2018";"Восточный административный округ";"район Новогиреево";"30";"82";
"9305";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1637»";"880632482";"2017-2018";"Восточный административный округ";"район Перово";"17";"40";
"9306";"Автономная некоммерческая организация средняя общеобразовательная школа «Академическая гимназия»";"880632483";"2017-2018";"Восточный административный округ";"район Сокольники";"1";"6";
"9307";"Общеобразовательное частное учреждение средняя общеобразовательная школа «Центр ЮССТ»";"880632484";"2017-2018";"Западный административный округ";"Можайский район";"1";"4";
"9308";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1238»";"880632485";"2017-2018";"Западный административный округ";"район Ново-Переделкино";"38";"61";
"9309";"Федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный университет имени М.В. Ломоносова» . Университетская гимназия (школа-интернат) Московского государственного университета имени М.В. Ломоносова";"880632486";"2017-2018";"Западный административный округ";"район Раменки";"71";"71";
"9310";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1347»";"880632487";"2017-2018";"Западный административный округ";"район Солнцево";"49";"106";
"9311";"Государственное бюджетное общеобразовательное учреждение «Московская школа на Юго-Западе № 1543»";"880632488";"2017-2018";"Западный административный округ";"район Тропарёво-Никулино";"84";"87";
"9312";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 14»";"880632489";"2017-2018";"Западный административный округ";"район Тропарёво-Никулино";"18";"55";
"9313";"Государственное бюджетное общеобразовательное учреждение города Москвы «Инженерно-техническая школа имени дважды Героя Советского Союза П.Р. Поповича»";"880632490";"2017-2018";"Северный административный округ";"район Аэропорт";"11";"49";
"9314";"Федеральное государственное казённое общеобразовательное учреждение «Московский кадетский корпус «Пансион воспитанниц Министерства обороны Российской Федерации»";"880632492";"2017-2018";"Северный административный округ";"район Беговой";"79";"100";
"9315";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1384 имени А.А. Леманского»";"880632493";"2017-2018";"Северный административный округ";"район Сокол";"8";"23";
"9316";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1454 «Тимирязевская»";"880632494";"2017-2018";"Северный административный округ";"Тимирязевский район";"28";"79";
"9317";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 953»";"880632495";"2017-2018";"Северо-Восточный административный округ";"район Бибирево";"26";"84";
"9318";"Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московский колледж архитектуры и градостроительства»";"880632496";"2017-2018";"Северо-Восточный административный округ";"Лосиноостровский район";"0";"2";
"9319";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1517»";"880632497";"2017-2018";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"101";"187";
"9320";"Государственное бюджетное общеобразовательное учреждение города Москвы «Немецкая школа № 1212»";"880632498";"2017-2018";"Северо-Западный административный округ";"район Щукино";"17";"30";
"9321";"Негосударственное образовательное частное учреждение средняя общеобразовательная школа «Ювенес»";"880632499";"2017-2018";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"4";"9";
"9322";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2073»";"880632500";"2017-2018";"Троицкий административный округ";"поселение Вороновское";"23";"41";
"9323";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2054»";"880632502";"2017-2018";"Центральный административный округ";"Мещанский район";"97";"198";
"9324";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2123 имени Мигеля Эрнандеса»";"880632503";"2017-2018";"Центральный административный округ";"Пресненский район";"49";"103";
"9325";"Частное учреждение общеобразовательная организация «Средняя общеобразовательная школа «Виктория»";"880632505";"2017-2018";"Центральный административный округ";"Пресненский район";"1";"6";
"9326";"Государственное бюджетное общеобразовательное учреждение города Москвы «Пятьдесят седьмая школа»";"880632506";"2017-2018";"Центральный административный округ";"район Хамовники";"83";"99";
"9327";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1535»";"880632507";"2017-2018";"Центральный административный округ";"район Хамовники";"316";"339";
"9328";"Общеобразовательное частное учреждение «Пироговская школа»";"880632509";"2017-2018";"Центральный административный округ";"район Якиманка";"6";"11";
